Report,Time,Keyword,Count,Type
197,2010-01-19 11:53:00,margarette,1,entity
197,2010-01-19 11:53:00,milo,1,entity
197,2010-01-19 11:53:00,duterne,1,entity
197,2010-01-19 11:53:00,edouard jean,1,entity
197,2010-01-19 11:53:00,maranatha,1,entity
197,2010-01-19 11:53:00,edwine,1,entity
197,2010-01-19 11:53:00,nicolas peterson,1,entity
197,2010-01-19 11:53:00,cherline fleuricois,1,entity
197,2010-01-19 11:53:00,roudy,1,entity
197,2010-01-19 11:53:00,danys,1,entity
197,2010-01-19 11:53:00,peter lister,1,entity
197,2010-01-19 11:53:00,roro,1,entity
197,2010-01-19 11:53:00,sra,1,entity
197,2010-01-19 11:53:00,geffrard,4,entity
197,2010-01-19 11:53:00,guelson,1,entity
197,2010-01-19 11:53:00,michaelle,1,entity
197,2010-01-19 11:53:00,widyannah,1,entity
197,2010-01-19 11:53:00,stephanie,1,entity
197,2010-01-19 11:53:00,baptiste,1,entity
197,2010-01-19 11:53:00,jimmy,1,entity
197,2010-01-19 11:53:00,montina,1,entity
197,2010-01-19 11:53:00,steven,1,entity
197,2010-01-19 11:53:00,ricardo,1,entity
197,2010-01-19 11:53:00,adassa,1,entity
197,2010-01-19 11:53:00,julien,1,entity
197,2010-01-19 11:53:00,zabulon,1,entity
197,2010-01-19 11:53:00,jasmine darilus,1,entity
197,2010-01-19 11:53:00,eddy,1,entity
197,2010-01-19 11:53:00,gedner darilus,1,entity
197,2010-01-19 11:53:00,caroline monsanto,1,entity
197,2010-01-19 11:53:00,roseline darilus,1,entity
197,2010-01-19 11:53:00,mackenson,1,entity
197,2010-01-19 11:53:00,feuille,1,entity
197,2010-01-19 11:53:00,jacky,1,entity
197,2010-01-19 11:53:00,jessica jean,1,entity
197,2010-01-19 11:53:00,fritz,1,entity
197,2010-01-19 11:53:00,delphin,1,entity
197,2010-01-19 11:53:00,baby,1,entity
197,2010-01-19 11:53:00,kathie,1,entity
197,2010-01-19 11:53:00,philippe jean,1,entity
197,2010-01-19 11:53:00,erick,1,entity
197,2010-01-19 11:53:00,isabelle,1,entity
197,2010-01-19 11:53:00,teyna,1,entity
197,2010-01-19 11:53:00,sherley,1,entity
197,2010-01-19 11:53:00,sophia,1,entity
197,2010-01-19 11:53:00,armelle,1,entity
197,2010-01-19 11:53:00,chloe,1,entity
197,2010-01-19 11:53:00,findia,1,entity
197,2010-01-19 11:53:00,beatrice,2,entity
197,2010-01-19 11:53:00,cassandra,1,entity
197,2010-01-19 11:53:00,middler,1,entity
197,2010-01-19 11:53:00,sama,1,entity
197,2010-01-19 11:53:00,clairemina,1,entity
197,2010-01-19 11:53:00,roland,1,entity
197,2010-01-19 11:53:00,nico,1,entity
197,2010-01-19 11:53:00,raina,1,entity
197,2010-01-19 11:53:00,ludwig,1,entity
197,2010-01-19 11:53:00,susie,1,entity
197,2010-01-19 11:53:00,leonie,1,entity
197,2010-01-19 11:53:00,sorina,1,entity
197,2010-01-19 11:53:00,vivien,1,entity
197,2010-01-19 11:53:00,veronique,1,entity
197,2010-01-19 11:53:00,bianca,1,entity
197,2010-01-19 11:53:00,sandra,2,entity
197,2010-01-19 11:53:00,chris,1,entity
197,2010-01-19 11:53:00,marie,4,entity
197,2010-01-19 11:53:00,sr,2,entity
197,2010-01-19 11:53:00,labbe,1,entity
197,2010-01-19 11:53:00,madeleine manece,1,entity
197,2010-01-19 11:53:00,jean,11,entity
197,2010-01-19 11:53:00,fatherson,1,entity
197,2010-01-19 11:53:00,rolson,1,entity
197,2010-01-19 11:53:00,following,1,action
197,2010-01-19 11:53:00,jean,1,action
197,2010-01-19 11:53:00,ade,1,action
197,2010-01-19 11:53:00,ovide,1,action
197,2010-01-19 11:53:00,kazimir,2,action
198,2010-01-19 10:50:00,port-au-prince,1,location
198,2010-01-19 10:50:00,thor 65,1,location
198,2010-01-19 10:50:00,field,1,location
198,2010-01-19 10:50:00,ruelle melisse souchet,1,location
198,2010-01-19 10:50:00,haiti,1,location
198,2010-01-19 10:50:00,ruelle souchet,1,location
198,2010-01-19 10:50:00,nou,1,entity
198,2010-01-19 10:50:00,souchet,1,entity
198,2010-01-19 10:50:00,bezwen,1,action
198,2010-01-19 10:50:00,please,1,action
198,2010-01-19 10:50:00,see,1,action
198,2010-01-19 10:50:00,sleep,1,action
198,2010-01-19 10:50:00,need,1,action
198,2010-01-19 10:50:00,come,1,action
199,2010-01-19 09:34:00,haiti childrens home,1,location
200,2010-01-17 06:22:00,port-au-prince,1,location
200,2010-01-17 06:22:00,between musseau and juvenat,1,location
200,2010-01-17 06:22:00,haiti,1,location
200,2010-01-17 06:22:00,located,1,entity
200,2010-01-17 06:22:00,juvenat,1,entity
200,2010-01-17 06:22:00,musso,1,entity
200,2010-01-17 06:22:00,need,1,action
200,2010-01-17 06:22:00,betwenn,1,action
200,2010-01-17 06:22:00,byen,1,action
200,2010-01-17 06:22:00,sipo,1,action
200,2010-01-17 06:22:00,seven,1,action
201,2010-01-19 11:18:00,haiti,1,location
201,2010-01-19 11:18:00,port au prince,1,location
201,2010-01-19 11:18:00,provide,1,action
201,2010-01-19 11:18:00,trying,1,action
202,2010-01-19 11:17:00,fermathe,1,location
202,2010-01-19 11:17:00,fermathe,1,entity
202,2010-01-19 11:17:00,kenscoff,1,entity
202,2010-01-19 11:17:00,bhm,1,entity
202,2010-01-19 11:17:00,needed,1,action
203,2010-01-19 10:56:00,petit goâve,1,location
203,2010-01-19 10:56:00,route national #2,1,location
203,2010-01-19 10:56:00,route national,1,entity
203,2010-01-19 10:56:00,chf update,1,entity
203,2010-01-19 10:56:00,need,1,action
203,2010-01-19 10:56:00,protect,1,action
203,2010-01-19 10:56:00,cleared,1,action
203,2010-01-19 10:56:00,dynamited,1,action
203,2010-01-19 10:56:00,hanging,1,action
204,2010-01-17 06:44:00,port-au-prince,1,location
204,2010-01-17 06:44:00,saint-antoine,1,location
204,2010-01-17 06:44:00,numeros 22,1,location
204,2010-01-17 06:44:00,merger 3ieme carrefour,1,location
204,2010-01-17 06:44:00,help,1,entity
204,2010-01-17 06:44:00,sending,1,action
204,2010-01-17 06:44:00,help,3,action
204,2010-01-17 06:44:00,lost,1,action
204,2010-01-17 06:44:00,send,1,action
204,2010-01-17 06:44:00,live,1,action
204,2010-01-17 06:44:00,need,2,action
204,2010-01-17 06:44:00,lubin,1,action
205,2010-01-19 03:55:00,jacmel,2,location
205,2010-01-19 03:55:00,jacmel,3,entity
205,2010-01-19 03:55:00,damaged,1,action
205,2010-01-19 03:55:00,counting,1,action
205,2010-01-19 03:55:00,affected,1,action
205,2010-01-19 03:55:00,gave,1,action
206,2010-01-19 09:41:00,pétionville,1,location
206,2010-01-19 09:41:00,petionville,1,entity
206,2010-01-19 09:41:00,agena fabien,1,entity
206,2010-01-19 09:41:00,fabien,1,entity
206,2010-01-19 09:41:00,building,1,action
206,2010-01-19 09:41:00,wasn’t,1,action
206,2010-01-19 09:41:00,finished,1,action
207,2010-01-19 09:36:00,port-au-prince,1,location
207,2010-01-19 09:36:00,jessica,2,entity
207,2010-01-19 09:36:00,cynthia,2,entity
207,2010-01-19 09:36:00,charles william,1,entity
207,2010-01-19 09:36:00,port,1,entity
207,2010-01-19 09:36:00,william,2,entity
207,2010-01-19 09:36:00,jean,4,entity
207,2010-01-19 09:36:00,haiti,1,entity
207,2010-01-19 09:36:00,montreal,3,entity
207,2010-01-19 09:36:00,hearing,1,action
207,2010-01-19 09:36:00,hoping,1,action
207,2010-01-19 09:36:00,divorced,1,action
207,2010-01-19 09:36:00,planning,1,action
207,2010-01-19 09:36:00,texting,1,action
207,2010-01-19 09:36:00,excited,1,action
207,2010-01-19 09:36:00,find,1,action
207,2010-01-19 09:36:00,going,2,action
207,2010-01-19 09:36:00,call,1,action
207,2010-01-19 09:36:00,supposed,1,action
207,2010-01-19 09:36:00,got,1,action
207,2010-01-19 09:36:00,taking,1,action
207,2010-01-19 09:36:00,meet,1,action
207,2010-01-19 09:36:00,tell,1,action
207,2010-01-19 09:36:00,wanted,1,action
207,2010-01-19 09:36:00,worked,1,action
207,2010-01-19 09:36:00,think,2,action
208,2010-01-19 09:40:00,port-au-prince,1,location
208,2010-01-19 09:40:00,haiti,1,location
208,2010-01-19 09:40:00,caribbean market,1,location
208,2010-01-19 09:40:00,please,1,entity
208,2010-01-19 09:40:00,philippine,1,entity
208,2010-01-19 09:40:00,carribean supermarket,1,entity
208,2010-01-19 09:40:00,aurora aguinaldo,1,entity
208,2010-01-19 09:40:00,haiti,1,entity
208,2010-01-19 09:40:00,joacquin tena,1,entity
208,2010-01-19 09:40:00,looking,1,action
208,2010-01-19 09:40:00,named,1,action
208,2010-01-19 09:40:00,let,1,action
209,2010-01-19 09:00:00,rue gelin 6,1,location
209,2010-01-19 09:00:00,port-au-prince,1,location
209,2010-01-19 09:00:00,tabarre,1,location
209,2010-01-19 09:00:00,heartline ministries clinic,1,location
209,2010-01-19 09:00:00,heartline ministries clinic,1,entity
209,2010-01-19 09:00:00,haiti,1,entity
209,2010-01-19 09:00:00,tabarre,1,entity
209,2010-01-19 09:00:00,heartline ministries,1,entity
209,2010-01-19 09:00:00,us,1,entity
209,2010-01-19 09:00:00,run,1,action
209,2010-01-19 09:00:00,secure,1,action
209,2010-01-19 09:00:00,get,1,action
209,2010-01-19 09:00:00,getting,1,action
209,2010-01-19 09:00:00,located,1,action
209,2010-01-19 09:00:00,contact,1,action
209,2010-01-19 09:00:00,costing,1,action
210,2010-01-19 09:07:00,port-au-prince,1,location
210,2010-01-19 09:07:00,dieumira mitilien,1,entity
210,2010-01-19 09:07:00,mitilien,1,entity
210,2010-01-19 09:07:00,please,1,action
210,2010-01-19 09:07:00,knowned,1,action
210,2010-01-19 09:07:00,searching,1,action
210,2010-01-19 09:07:00,killed,1,action
211,2010-01-19 07:30:00,delmas,1,location
211,2010-01-19 07:30:00,haiti,1,entity
211,2010-01-19 07:30:00,cardozo,1,entity
211,2010-01-19 07:30:00,pv,1,entity
211,2010-01-19 07:30:00,jfievre,1,action
211,2010-01-19 07:30:00,seen,2,action
211,2010-01-19 07:30:00,left,1,action
212,2010-01-18 11:50:00,ruelle toussaint petionville puits blain route frere,1,location
212,2010-01-18 11:50:00,pétionville,1,location
212,2010-01-18 11:50:00,pap,1,entity
212,2010-01-18 11:50:00,nerette,1,entity
212,2010-01-18 11:50:00,please help,1,entity
212,2010-01-18 11:50:00,blain,1,entity
212,2010-01-18 11:50:00,food and,1,entity
212,2010-01-18 11:50:00,please,1,entity
212,2010-01-18 11:50:00,musseau,1,entity
212,2010-01-18 11:50:00,petionville,1,entity
212,2010-01-18 11:50:00,ruelle toussaint,1,entity
212,2010-01-18 11:50:00,jacquet,1,entity
212,2010-01-18 11:50:00,jumbala,1,entity
212,2010-01-18 11:50:00,route frere,1,entity
212,2010-01-18 11:50:00,following,1,action
212,2010-01-18 11:50:00,survived,1,action
213,2010-01-19 05:03:00,grand goave,1,location
213,2010-01-19 05:03:00,haiti,1,location
213,2010-01-19 05:03:00,grand goave,1,entity
213,2010-01-19 05:03:00,lifelinecm,1,entity
213,2010-01-19 05:03:00,need,1,action
214,2010-01-19 04:45:00,carrefour feuilles,1,location
214,2010-01-19 04:45:00,haiti,1,location
214,2010-01-19 04:45:00,impasse ridore,1,location
214,2010-01-19 04:45:00,magloire ambroise,1,location
214,2010-01-19 04:45:00,34,1,location
214,2010-01-19 04:45:00,impasse,1,entity
214,2010-01-19 04:45:00,foyer,1,entity
214,2010-01-19 04:45:00,tel,1,entity
214,2010-01-19 04:45:00,running,1,action
215,2010-01-19 04:41:00,leogane,1,location
215,2010-01-19 04:41:00,haiti,1,location
215,2010-01-19 04:41:00,red cross,1,entity
215,2010-01-19 04:41:00,leogane,1,entity
215,2010-01-19 04:41:00,aid,1,action
215,2010-01-19 04:41:00,establishing,1,action
216,2010-01-19 09:23:00,léogâne,1,location
216,2010-01-19 09:23:00,mellier grande savanne leogane,1,location
216,2010-01-19 09:23:00,leogane,2,entity
216,2010-01-19 09:23:00,mellier,1,entity
216,2010-01-19 09:23:00,besoin,1,entity
216,2010-01-19 09:23:00,grande savanne,2,entity
216,2010-01-19 09:23:00,need,1,action
216,2010-01-19 09:23:00,urgent,1,action
217,2010-01-19 02:28:00,need,1,location
217,2010-01-19 02:28:00,haiti,1,location
217,2010-01-19 02:28:00,waney-bijou,1,location
217,2010-01-19 02:28:00,carrefour,1,location
217,2010-01-19 02:28:00,ruelle guerrier,1,entity
217,2010-01-19 02:28:00,carrefour,1,entity
218,2010-01-19 02:25:00,leogane,1,location
218,2010-01-19 02:25:00,haiti,1,location
218,2010-01-19 02:25:00,leogane,1,entity
218,2010-01-19 02:25:00,us,1,entity
218,2010-01-19 02:25:00,expected,1,action
218,2010-01-19 02:25:00,begin,1,action
218,2010-01-19 02:25:00,land,1,action
218,2010-01-19 02:25:00,delivering,1,action
219,2010-01-17 05:48:00,mariane charle,1,location
219,2010-01-17 05:48:00,fontamara,1,location
219,2010-01-17 05:48:00,mariane charle,1,entity
219,2010-01-17 05:48:00,mariane,1,entity
219,2010-01-17 05:48:00,nancie,1,entity
219,2010-01-17 05:48:00,fontamara,1,entity
219,2010-01-17 05:48:00,wilfride saint louis,2,entity
219,2010-01-17 05:48:00,nancy,1,entity
219,2010-01-17 05:48:00,receive,1,action
219,2010-01-17 05:48:00,gen,1,action
219,2010-01-17 05:48:00,like,1,action
220,2010-01-18 11:01:00,jacmel,1,location
220,2010-01-18 11:01:00,ft lauderdale,1,entity
220,2010-01-18 11:01:00,jacmel,2,entity
220,2010-01-18 11:01:00,americas,1,entity
220,2010-01-18 11:01:00,will,1,entity
220,2010-01-18 11:01:00,great britain,1,entity
220,2010-01-18 11:01:00,conus,1,entity
220,2010-01-18 11:01:00,hebrew,1,entity
220,2010-01-18 11:01:00,organization,1,entity
220,2010-01-18 11:01:00,haiti,1,entity
220,2010-01-18 11:01:00,creole,1,entity
220,2010-01-18 11:01:00,sorry,1,entity
220,2010-01-18 11:01:00,care,1,entity
220,2010-01-18 11:01:00,relieve,1,action
220,2010-01-18 11:01:00,expect,1,action
220,2010-01-18 11:01:00,need,2,action
220,2010-01-18 11:01:00,find,1,action
220,2010-01-18 11:01:00,deploying,1,action
220,2010-01-18 11:01:00,loading,1,action
220,2010-01-18 11:01:00,based,1,action
220,2010-01-18 11:01:00,prepare,1,action
220,2010-01-18 11:01:00,attempting,2,action
220,2010-01-18 11:01:00,assumed,1,action
220,2010-01-18 11:01:00,flying,1,action
220,2010-01-18 11:01:00,progressing,1,action
220,2010-01-18 11:01:00,supplied,1,action
220,2010-01-18 11:01:00,get,1,action
220,2010-01-18 11:01:00,lept,1,action
220,2010-01-18 11:01:00,update,1,action
220,2010-01-18 11:01:00,know,1,action
220,2010-01-18 11:01:00,outdated,1,action
220,2010-01-18 11:01:00,arrange,1,action
220,2010-01-18 11:01:00,boarding,1,action
220,2010-01-18 11:01:00,received,1,action
220,2010-01-18 11:01:00,kept,1,action
220,2010-01-18 11:01:00,thing,1,action
220,2010-01-18 11:01:00,scrambled,1,action
220,2010-01-18 11:01:00,joining,1,action
220,2010-01-18 11:01:00,left,1,action
221,2010-01-19 01:31:00,need,1,location
221,2010-01-19 01:31:00,jacmel,1,location
221,2010-01-19 01:31:00,lafond,1,location
221,2010-01-19 01:31:00,haiti,1,location
221,2010-01-19 01:31:00,lafond,1,entity
221,2010-01-19 01:31:00,received,1,action
221,2010-01-19 01:31:00,damaged,1,action
222,2010-01-18 12:51:00,port-au-prince,1,location
222,2010-01-18 12:51:00,name,1,entity
222,2010-01-18 12:51:00,le nouvelliste,1,entity
222,2010-01-18 12:51:00,dob,1,entity
222,2010-01-18 12:51:00,mcfdf,1,entity
222,2010-01-18 12:51:00,phone,1,entity
222,2010-01-18 12:51:00,place,1,entity
222,2010-01-18 12:51:00,femmes,1,entity
223,2010-01-18 09:18:00,port-au-prince,1,location
223,2010-01-18 09:18:00,delmas 75,1,location
223,2010-01-18 09:18:00,haiti,4,entity
223,2010-01-18 09:18:00,hundred,1,entity
223,2010-01-18 09:18:00,jennifer johnson,1,entity
223,2010-01-18 09:18:00,father michael,1,entity
223,2010-01-18 09:18:00,saying,1,action
223,2010-01-18 09:18:00,help,2,action
223,2010-01-18 09:18:00,traumatized,1,action
223,2010-01-18 09:18:00,need,1,action
223,2010-01-18 09:18:00,see,1,action
223,2010-01-18 09:18:00,want,1,action
223,2010-01-18 09:18:00,speculated,1,action
223,2010-01-18 09:18:00,find,1,action
223,2010-01-18 09:18:00,try,1,action
223,2010-01-18 09:18:00,said,1,action
223,2010-01-18 09:18:00,bringing,1,action
223,2010-01-18 09:18:00,sitting,1,action
223,2010-01-18 09:18:00,visit,1,action
223,2010-01-18 09:18:00,click,1,action
223,2010-01-18 09:18:00,looking,1,action
223,2010-01-18 09:18:00,start,1,action
223,2010-01-18 09:18:00,asking,1,action
223,2010-01-18 09:18:00,wanting,1,action
223,2010-01-18 09:18:00,happened,1,action
223,2010-01-18 09:18:00,starving,1,action
223,2010-01-18 09:18:00,turning,1,action
223,2010-01-18 09:18:00,trapped,1,action
223,2010-01-18 09:18:00,read,1,action
223,2010-01-18 09:18:00,collapsed,2,action
223,2010-01-18 09:18:00,ask,1,action
223,2010-01-18 09:18:00,beginning,1,action
223,2010-01-18 09:18:00,building,1,action
223,2010-01-18 09:18:00,abandoned,1,action
223,2010-01-18 09:18:00,heard,1,action
223,2010-01-18 09:18:00,walked,1,action
223,2010-01-18 09:18:00,looked,1,action
223,2010-01-18 09:18:00,accounted,1,action
223,2010-01-18 09:18:00,leading,1,action
223,2010-01-18 09:18:00,came,1,action
223,2010-01-18 09:18:00,left,1,action
224,2010-01-18 12:21:00,pap bizoton 6 #12,1,location
224,2010-01-18 12:21:00,entire,1,entity
224,2010-01-18 12:21:00,neighborhood,1,action
224,2010-01-18 12:21:00,dying,1,action
225,2010-01-18 12:20:00,clercine 21,1,location
225,2010-01-18 12:20:00,haiti,1,location
225,2010-01-18 12:20:00,tabarre,1,location
225,2010-01-18 12:20:00,port au prince,1,location
225,2010-01-18 12:20:00,heartline ministries,1,entity
225,2010-01-18 12:20:00,continue,1,action
225,2010-01-18 12:20:00,including,1,action
226,2010-01-18 12:18:00,pap airport,1,location
226,2010-01-18 12:18:00,pap,1,entity
226,2010-01-18 12:18:00,arriving,1,action
226,2010-01-18 12:18:00,someone,1,action
226,2010-01-18 12:18:00,help,1,action
226,2010-01-18 12:18:00,get,1,action
227,2010-01-17 02:10:00,around cite soliel prison,1,location
227,2010-01-17 02:10:00,cite soliel,1,entity
227,2010-01-17 02:10:00,escaped,1,action
227,2010-01-17 02:10:00,shooting,1,action
227,2010-01-17 02:10:00,spent,1,action
228,2010-01-18 09:25:00,a,1,location
228,2010-01-18 09:25:00,cap haitien,1,location
228,2010-01-18 09:25:00,alexandra,1,entity
228,2010-01-18 09:25:00,american,1,entity
228,2010-01-18 09:25:00,named,1,action
228,2010-01-18 09:25:00,red,1,action
229,2010-01-18 12:00:00,12 duval 30    croix des bouquets,1,location
229,2010-01-18 12:00:00,josette benoit,1,entity
229,2010-01-18 12:00:00,kettly pamphile,1,entity
229,2010-01-18 12:00:00,need,1,action
229,2010-01-18 12:00:00,heard,1,action
229,2010-01-18 12:00:00,collapsed,1,action
229,2010-01-18 12:00:00,return,1,action
229,2010-01-18 12:00:00,appreciated,1,action
230,2010-01-18 11:16:00,pétionville,1,location
230,2010-01-18 11:16:00,pap,1,entity
230,2010-01-18 11:16:00,nerette,1,entity
230,2010-01-18 11:16:00,musseau,1,entity
230,2010-01-18 11:16:00,blain,1,entity
230,2010-01-18 11:16:00,food and,1,entity
230,2010-01-18 11:16:00,water,1,entity
230,2010-01-18 11:16:00,petionville,1,entity
230,2010-01-18 11:16:00,puits blain,1,entity
230,2010-01-18 11:16:00,ruelle toussaint,1,entity
230,2010-01-18 11:16:00,jacquet,1,entity
230,2010-01-18 11:16:00,jumbala,1,entity
230,2010-01-18 11:16:00,route frere,1,entity
230,2010-01-18 11:16:00,following,1,action
230,2010-01-18 11:16:00,survived,1,action
231,2010-01-18 11:12:00,port-au-prince,1,location
231,2010-01-18 11:12:00,martissint 19 impasse lasagesse #9,1,location
231,2010-01-18 11:12:00,micheline derose,1,entity
231,2010-01-18 11:12:00,please,2,entity
231,2010-01-18 11:12:00,edley thomas,1,entity
231,2010-01-18 11:12:00,edley92,1,entity
231,2010-01-18 11:12:00,haiti,1,entity
231,2010-01-18 11:12:00,earthquake,1,entity
231,2010-01-18 11:12:00,help,1,action
231,2010-01-18 11:12:00,contct,1,action
231,2010-01-18 11:12:00,occured,1,action
231,2010-01-18 11:12:00,spoke,1,action
231,2010-01-18 11:12:00,happen,1,action
231,2010-01-18 11:12:00,begging,1,action
231,2010-01-18 11:12:00,visit,1,action
231,2010-01-18 11:12:00,check,1,action
231,2010-01-18 11:12:00,finished,1,action
231,2010-01-18 11:12:00,doesnt,1,action
231,2010-01-18 11:12:00,dont,2,action
231,2010-01-18 11:12:00,contact,2,action
231,2010-01-18 11:12:00,want,1,action
231,2010-01-18 11:12:00,willend,1,action
231,2010-01-18 11:12:00,went,1,action
231,2010-01-18 11:12:00,worried,1,action
231,2010-01-18 11:12:00,come,1,action
231,2010-01-18 11:12:00,learned,2,action
231,2010-01-18 11:12:00,concern,1,action
232,2010-01-18 10:56:00,port-au-prince,1,location
232,2010-01-18 10:56:00,haiti,1,entity
232,2010-01-18 10:56:00,rdi,1,entity
232,2010-01-18 10:56:00,receive,1,action
232,2010-01-18 10:56:00,reported,1,action
232,2010-01-18 10:56:00,suffering,1,action
232,2010-01-18 10:56:00,put,1,action
232,2010-01-18 10:56:00,live,2,action
233,2010-01-18 08:00:00,need,1,location
233,2010-01-18 08:00:00,pétionville,1,location
233,2010-01-18 08:00:00,information,1,entity
233,2010-01-18 08:00:00,orphanage,1,entity
233,2010-01-18 08:00:00,rachel dandache,1,entity
233,2010-01-18 08:00:00,rachoul_27,1,entity
233,2010-01-18 08:00:00,haiti,1,entity
233,2010-01-18 08:00:00,petion ville,1,entity
233,2010-01-18 08:00:00,impasse namphy,1,entity
233,2010-01-18 08:00:00,hope,1,entity
233,2010-01-18 08:00:00,come,1,action
233,2010-01-18 08:00:00,running,1,action
233,2010-01-18 08:00:00,stay,1,action
233,2010-01-18 08:00:00,last,1,action
233,2010-01-18 08:00:00,residing,1,action
234,2010-01-18 10:57:00,port-au-prince  dgi building near palace,1,location
234,2010-01-18 10:57:00,dgi,1,entity
234,2010-01-18 10:57:00,palace,1,entity
234,2010-01-18 10:57:00,need,1,action
234,2010-01-18 10:57:00,pull,1,action
234,2010-01-18 10:57:00,pulled,1,action
234,2010-01-18 10:57:00,trapped,1,action
235,2010-01-18 10:42:00,port-au-prince,1,location
235,2010-01-18 10:42:00,trapped,1,action
236,2010-01-18 10:28:00,port-au-prince,1,location
236,2010-01-18 10:28:00,mirlande jean maison,1,entity
236,2010-01-18 10:28:00,amulca,1,entity
236,2010-01-18 10:28:00,delmas,1,entity
236,2010-01-18 10:28:00,emmanuel thelemaque,1,entity
236,2010-01-18 10:28:00,antoinette,1,entity
236,2010-01-18 10:28:00,looking,1,action
236,2010-01-18 10:28:00,bring,1,action
236,2010-01-18 10:28:00,want,1,action
237,2010-01-17 04:36:00,haiti,1,location
237,2010-01-17 04:36:00,artist choulot cheri,1,location
237,2010-01-17 04:36:00,milot,1,location
237,2010-01-17 04:36:00,good,1,entity
237,2010-01-17 04:36:00,milot,1,entity
237,2010-01-17 04:36:00,choulot cheri,1,entity
237,2010-01-17 04:36:00,bonswa,1,entity
237,2010-01-17 04:36:00,svp,1,entity
237,2010-01-17 04:36:00,radio grand goave,1,entity
237,2010-01-17 04:36:00,died,1,action
237,2010-01-17 04:36:00,know,2,action
237,2010-01-17 04:36:00,mwen,1,action
237,2010-01-17 04:36:00,listening,1,action
237,2010-01-17 04:36:00,want,1,action
238,2010-01-17 04:43:00,port-au-prince,1,location
238,2010-01-17 04:43:00,delmas 2,1,location
238,2010-01-17 04:43:00,haiti,1,location
238,2010-01-17 04:43:00,llegu,2,entity
238,2010-01-17 04:43:00,mezanmi,1,entity
238,2010-01-17 04:43:00,man mal,1,entity
238,2010-01-17 04:43:00,please,1,action
239,2010-01-18 09:03:00,port-au-prince,1,location
239,2010-01-18 09:03:00,text message,1,entity
239,2010-01-18 09:03:00,adolfo,1,entity
239,2010-01-18 09:03:00,alive,2,entity
239,2010-01-18 09:03:00,stuck,1,entity
239,2010-01-18 09:03:00,carribean market,1,entity
239,2010-01-18 09:03:00,freezer,1,entity
239,2010-01-18 09:03:00,confirmed,1,action
239,2010-01-18 09:03:00,sent,1,action
240,2010-01-18 09:32:00,jacmel,1,location
240,2010-01-18 09:32:00,set,1,action
240,2010-01-18 09:32:00,port,1,action
241,2010-01-18 09:16:00,port-au-prince,1,location
241,2010-01-18 09:16:00,thank,1,entity
241,2010-01-18 09:16:00,find and,1,entity
241,2010-01-18 09:16:00,house,1,entity
241,2010-01-18 09:16:00,please,1,entity
241,2010-01-18 09:16:00,anyone,1,entity
241,2010-01-18 09:16:00,hard to,1,entity
241,2010-01-18 09:16:00,trap,1,entity
241,2010-01-18 09:16:00,text,1,entity
241,2010-01-18 09:16:00,help for my,1,entity
241,2010-01-18 09:16:00,children,1,entity
241,2010-01-18 09:16:00,ruelle,1,entity
241,2010-01-18 09:16:00,find,1,action
242,2010-01-18 09:23:00,riviere-froide,1,location
243,2010-01-18 04:15:00,port-au-prince municipal nursing home,1,location
243,2010-01-18 04:15:00,pap municipal nursing home,1,entity
244,2010-01-18 09:19:00,old road ok,1,location
244,2010-01-18 09:19:00,pap,1,entity
244,2010-01-18 09:19:00,jacmel,1,entity
245,2010-01-18 09:17:00,leogane,1,location
245,2010-01-18 09:17:00,léogâne,1,location
245,2010-01-18 09:17:00,leogane,1,entity
245,2010-01-18 09:17:00,distributing,1,action
246,2010-01-18 09:09:00,lycée français in bourdon.,1,location
246,2010-01-18 09:09:00,bourdon,1,entity
246,2010-01-18 09:09:00,new,1,entity
246,2010-01-18 09:09:00,rue marcadieu,1,entity
247,2010-01-17 01:01:00,port-au-prince,1,location
247,2010-01-17 01:01:00,univeristy of agronomy,1,location
247,2010-01-17 01:01:00,haiti,1,location
247,2010-01-17 01:01:00,leogane missing zidor,1,location
247,2010-01-17 01:01:00,delmas,1,location
247,2010-01-17 01:01:00,leogane,1,entity
247,2010-01-17 01:01:00,agronomy,1,entity
247,2010-01-17 01:01:00,episcopalian,1,entity
247,2010-01-17 01:01:00,fabiola,1,entity
247,2010-01-17 01:01:00,attending,1,action
247,2010-01-17 01:01:00,live,1,action
247,2010-01-17 01:01:00,haven\'t,1,action
247,2010-01-17 01:01:00,gen,1,action
247,2010-01-17 01:01:00,mwen,1,action
248,2010-01-18 08:59:00,behind the us embassy rte de tabarre,1,location
248,2010-01-18 08:59:00,new,1,entity
248,2010-01-18 08:59:00,tabarre,1,entity
248,2010-01-18 08:59:00,us,1,entity
249,2010-01-18 08:58:00,taberre at rue glein #6,1,location
249,2010-01-18 08:58:00,taberre,1,entity
249,2010-01-18 08:58:00,simone poule,1,entity
249,2010-01-18 08:58:00,midwife,1,entity
249,2010-01-18 08:58:00,transformed,1,action
249,2010-01-18 08:58:00,working,1,action
250,2010-01-18 08:56:00,cap-haïtien,1,location
250,2010-01-18 08:56:00,milton area,1,location
250,2010-01-18 08:56:00,cap haitien,1,entity
250,2010-01-18 08:56:00,milton,1,entity
251,2010-01-18 03:58:00,hotel montana,1,location
252,2010-01-18 11:52:00,port-au-prince,1,location
252,2010-01-18 11:52:00,titanyen,1,location
252,2010-01-18 11:52:00,haiti,1,location
252,2010-01-18 11:52:00,city,1,entity
