sra,1203,1000000
supposed,1201,1000000
moun,1201,1000000
calling,1194,1000000
push,1184,1000000
perform,1176,1000000
sitting,1175,1000000
lima,1168,1000000
force,1160,1000000
stuck,1159,1000000
looked,1140,1000000
hiv,1133,1000000
died,1120,1000000
airport,1114,1000000
loving,1110,1000000
rete,1110,1000000
dying,1104,1000000
clothes,1100,1000000
needed,1100,1000000
sales,1096,1000000
broken,1088,1000000
hanging,1080,1000000
station,1079,1000000
felt,1074,1000000
chest,1067,1000000
thor,1058,1000000
announce,1043,1000000
turned,1041,1000000
cousin,1039,1000000
kelly,1036,1000000
contact,1025,1000000
appreciate,1024,1000000
falling,1024,1000000
fear,1022,1000000
jessica,1007,1000000
asking,1006,1000000
added,999,1000000
gate,992,1000000
jimmy,992,1000000
charles,984,1000000
driving,974,1000000
telling,969,1000000
moving,968,1000000
continue,961,1000000
petit,960,1000000
currently,955,1000000
none,948,1000000
lynn,941,1000000
known,934,1000000
hoping,934,1000000
laure,930,1000000
havent,929,1000000
taken,927,1000000
killed,920,1000000
milk,915,1000000
ocha,914,1000000
hosp,913,1000000
appear,910,1000000
sold,909,1000000
mario,904,1000000
suggest,902,1000000
leaving,902,1000000
skype,900,1000000
alive,899,1000000
prefer,889,1000000
carlo,888,1000000
caught,857,1000000
sugar,854,1000000
closed,853,1000000
osm,844,1000000
imagine,837,1000000
worked,836,1000000
drinking,835,1000000
losing,834,1000000
acting,834,1000000
wrote,830,1000000
spent,826,1000000
dob,823,1000000
schedule,822,1000000
french,818,1000000
pour,816,1000000
vivi,813,1000000
children,810,1000000
my brother,808,1000000
hospital,804,1000000
dean,795,1000000
given,791,1000000
limited,790,1000000
erik,790,1000000
edward,788,1000000
produce,783,1000000
crying,779,1000000
putting,775,1000000
handle,772,1000000
confirm,766,1000000
truck,765,1000000
garden,758,1000000
villa,746,1000000
named,744,1000000
updated,734,1000000
seek,734,1000000
father,733,1000000
louis,727,1000000
dgi,720,1000000
breathe,708,1000000
killing,705,1000000
heading,704,1000000
spread,703,1000000
tank,702,1000000
faa,700,1000000
donald,692,1000000
gotten,688,1000000
eddy,685,1000000
planning,674,1000000
police,673,1000000
chef,667,1000000
covered,666,1000000
bbc,665,1000000
seven,663,1000000
arrive,660,1000000
alert,659,1000000
standing,658,1000000
regular,657,1000000
kept,656,1000000
simon,645,1000000
andrea,644,1000000
situation,640,1000000
receive,633,1000000
keeping,628,1000000
iom,628,1000000
protect,625,1000000
cruz,623,1000000
cnn,621,1000000
dye,619,1000000
angle,618,1000000
bridge,616,1000000
lift,616,1000000
randy,616,1000000
richard,612,1000000
nbc,610,1000000
turning,608,1000000
staying,605,1000000
emily,602,1000000
harry,601,1000000
steven,594,1000000
eaten,592,1000000
lambert,590,1000000
learned,590,1000000
nph,585,1000000
kiki,584,1000000
provide,583,1000000
beginning,583,1000000
brought,578,1000000
buying,577,1000000
deliver,577,1000000
katha,571,1000000
usar,569,1000000
prepare,567,1000000
victoria,563,1000000
noticed,561,1000000
aide,557,1000000
sending,555,1000000
cleaning,555,1000000
include,554,1000000
helping,548,1000000
junior,548,1000000
passed,546,1000000
slid,542,1000000
cooking,541,1000000
lived,536,1000000
hearing,535,1000000
moved,533,1000000
setting,530,1000000
estaba,527,1000000
edh,527,1000000
finding,526,1000000
erick,525,1000000
fighting,525,1000000
spoke,522,1000000
danielle,520,1000000
expected,517,1000000
posting,515,1000000
flying,514,1000000
held,512,1000000
staff,511,1000000
lept,510,1000000
loading,507,1000000
selling,504,1000000
alcohol,499,1000000
joining,491,1000000
mexican,490,1000000
melissa,487,1000000
holding,487,1000000
according,487,1000000
released,484,1000000
roads,483,1000000
sandra,482,1000000
mta,476,1000000
sharing,475,1000000
consul,470,1000000
picked,470,1000000
improve,461,1000000
wilson,460,1000000
location,454,1000000
worried,453,1000000
nancy,449,1000000
register,445,1000000
desperate,435,1000000
created,434,1000000
checking,432,1000000
shooting,425,1000000
entered,422,1000000
paka,420,1000000
nurse,418,1000000
patrick,417,1000000
difficult,416,1000000
wanting,415,1000000
sony,413,1000000
growing,413,1000000
walked,410,1000000
university,408,1000000
counting,406,1000000
settle,404,1000000
texting,400,1000000
laine,398,1000000
santos,392,1000000
joseph,391,1000000
saved,390,1000000
japanese,389,1000000
written,385,1000000
remove,383,1000000
shipping,383,1000000
concern,380,1000000
hitting,376,1000000
veronica,373,1000000
arrived,371,1000000
plastic,369,1000000
filled,367,1000000
tise,367,1000000
bringing,364,1000000
including,360,1000000
milo,359,1000000
tended,355,1000000
becky,354,1000000
pulled,354,1000000
monroe,351,1000000
hiring,350,1000000
survive,349,1000000
montana,348,1000000
route,341,1000000
jerry,340,1000000
finance,337,1000000
bianca,333,1000000
completed,330,1000000
served,326,1000000
opened,325,1000000
claudia,325,1000000
fork,323,1000000
barbara,323,1000000
involved,322,1000000
medicine,319,1000000
burning,312,1000000
border,304,1000000
built,301,1000000
papi,301,1000000
amalia,300,1000000
leading,295,1000000
received,289,1000000
split,289,1000000
owned,284,1000000
searching,283,1000000
rescue,280,1000000
listed,280,1000000
boarding,279,1000000
fallen,276,1000000
reached,276,1000000
screaming,275,1000000
alexis,271,1000000
stephanie,271,1000000
roberto,270,1000000
cliff,270,1000000
multiple,269,1000000
sabrina,267,1000000
citizen,267,1000000
ricardo,266,1000000
blocked,263,1000000
clinic,261,1000000
peas,260,1000000
orlean,257,1000000
accepting,257,1000000
exhausted,256,1000000
parking,254,1000000
watson,253,1000000
acra,250,1000000
eske,249,1000000
scale,249,1000000
cutting,248,1000000
grew,245,1000000
confirmed,244,1000000
angelo,242,1000000
christine,242,1000000
pastor,241,1000000
spelling,239,1000000
samuel,235,1000000
reported,234,1000000
chloe,234,1000000
garage,233,1000000
spoken,232,1000000
civil,229,1000000
milton,228,1000000
necesito,228,1000000
juh,226,1000000
urgent,225,1000000
fuel,225,1000000
spain,223,1000000
alo ma,222,1000000
managed,221,1000000
donate,221,1000000
pdf,221,1000000
prepared,221,1000000
nous,220,1000000
suffering,220,1000000
appreciated,219,1000000
signal,218,1000000
svp,218,1000000
msf,217,1000000
madam,217,1000000
noah,216,1000000
forced,215,1000000
louise,214,1000000
forgotten,213,1000000
foundation,212,1000000
engaged,210,1000000
placed,210,1000000
meyer,209,1000000
alfred,209,1000000
recorded,209,1000000
avenue,206,1000000
ngos,204,1000000
leur,203,1000000
patricia,201,1000000
shaking,199,1000000
roland,196,1000000
caring,196,1000000
graham,196,1000000
llegu,194,1000000
cote,194,1000000
arrange,193,1000000
caused,191,1000000
bti,191,1000000
idf,189,1000000
kisa,189,1000000
philippine,188,1000000
landing,187,1000000
pierre,186,1000000
filling,185,1000000
quake,184,1000000
drove,183,1000000
burned,183,1000000
updating,183,1000000
trace,182,1000000
cynthia,181,1000000
lined,180,1000000
permit,179,1000000
registered,179,1000000
scheduled,179,1000000
gather,179,1000000
produced,178,1000000
promised,177,1000000
serving,177,1000000
virginia,177,1000000
seemed,177,1000000
preparing,177,1000000
yelling,176,1000000
starving,176,1000000
colbert,176,1000000
guerra,175,1000000
offering,175,1000000
roro,174,1000000
emergency,172,1000000
teren,172,1000000
concerned,172,1000000
conduct,171,1000000
critical,171,1000000
theres no,171,1000000
texted,170,1000000
required,170,1000000
supporting,167,1000000
visiting,167,1000000
anko,167,1000000
bleach,163,1000000
allee,163,1000000
landed,160,1000000
seeking,159,1000000
treated,159,1000000
tamara,158,1000000
dealing,157,1000000
tyson,156,1000000
cotton,154,1000000
breathing,154,1000000
returned,153,1000000
fbi,152,1000000
organization,151,1000000
diesel,150,1000000
wheat,149,1000000
dressing,149,1000000
extended,148,1000000
relief,146,1000000
gerald,146,1000000
cracked,144,1000000
christophe,144,1000000
recommended,143,1000000
handed,143,1000000
answering,142,1000000
planes,142,1000000
structure,142,1000000
regarding,140,1000000
exposed,140,1000000
toto,140,1000000
leya,139,1000000
frustrated,139,1000000
reporting,139,1000000
locate,138,1000000
attending,137,1000000
offered,136,1000000
treating,136,1000000
reaching,136,1000000
sophia,135,1000000
digging,134,1000000
injured,134,1000000
ferry,131,1000000
maintain,130,1000000
fixing,129,1000000
dominique,128,1000000
bleeding,127,1000000
lait,126,1000000
haiti,125,1000000
afterward,125,1000000
gerard,125,1000000
threatening,124,1000000
se2,124,1000000
plaine,123,1000000
establish,123,1000000
camille,122,1000000
blocking,121,1000000
advise,121,1000000
proving,120,1000000
begun,119,1000000
alegria,117,1000000
alexandra,116,1000000
housing,116,1000000
esther,114,1000000
carrying,114,1000000
attempting,114,1000000
saks,112,1000000
begging,112,1000000
susie,111,1000000
ddp,111,1000000
delivered,110,1000000
directed,110,1000000
began,110,1000000
ministry,108,1000000
cargo,108,1000000
manifest,108,1000000
text message,107,1000000
alexandre,107,1000000
foley,107,1000000
catholic,107,1000000
reopen,106,1000000
embassy,106,1000000
visited,106,1000000
stanley,105,1000000
tsunami,105,1000000
satellite,104,1000000
celeste,104,1000000
survived,103,1000000
trapped,103,1000000
gregory,102,1000000
nursing,102,1000000
bradley,101,1000000
skinned,101,1000000
located,101,1000000
depi,100,1000000
promess,99,1000000
crowded,99,1000000
improved,99,1000000
electricity,97,1000000
lawn,96,1000000
knocking,95,1000000
translation,95,1000000
silo,95,1000000
teleco,93,1000000
bonjou,92,1000000
haitian,92,1000000
needing,92,1000000
atlantic,92,1000000
crushed,92,1000000
panama,91,1000000
gbs,91,1000000
batteries,90,1000000
luco,89,1000000
nicolas,89,1000000
referred,89,1000000
carmel,88,1000000
equipped,88,1000000
forcing,88,1000000
freezer,87,1000000
chapel,86,1000000
operating,86,1000000
monitoring,86,1000000
buried,86,1000000
musso,86,1000000
nouvel,85,1000000
cleared,84,1000000
caribbean,84,1000000
shipped,83,1000000
pih,83,1000000
relieve,81,1000000
floating,81,1000000
collapse,80,1000000
palace,80,1000000
warehouse,79,1000000
shirley,79,1000000
bridges,79,1000000
destroyed,78,1000000
north america,78,1000000
earthquake,78,1000000
receiving,78,1000000
pharmacy,77,1000000
clement,77,1000000
arnie,77,1000000
provided,76,1000000
puerto rico,76,1000000
morin,75,1000000
alain,75,1000000
international airport,74,1000000
vivien,73,1000000
believed,73,1000000
cange,73,1000000
lifted,72,1000000
camping,72,1000000
supermarket,72,1000000
crs,72,1000000
increased,72,1000000
repost,71,1000000
controlled,71,1000000
releasing,71,1000000
alcin,70,1000000
developed,70,1000000
unhas,70,1000000
overwhelmed,69,1000000
associated,69,1000000
tents,69,1000000
lagem,69,1000000
searched,69,1000000
antoine,68,1000000
swollen,68,1000000
paloma,68,1000000
margaret,68,1000000
borders,67,1000000
dumped,66,1000000
portuguese,66,1000000
port is,66,1000000
unemployed,65,1000000
jacky,65,1000000
democracy,65,1000000
carried,65,1000000
icao,64,1000000
operate,62,1000000
jacques,62,1000000
improving,62,1000000
rubens,62,1000000
funding,62,1000000
assure,62,1000000
surrounding,61,1000000
kansas city,61,1000000
creole,61,1000000
issued,61,1000000
alo se,61,1000000
st. louis,60,1000000
tylenol,60,1000000
robbed,59,1000000
communicate,59,1000000
raina,59,1000000
americas,58,1000000
kote,57,1000000
dried,57,1000000
harmed,57,1000000
established,56,1000000
stating,56,1000000
noted,56,1000000
flour,56,1000000
disappeared,55,1000000
ebing,55,1000000
balcony,55,1000000
abandoned,54,1000000
masked,54,1000000
delma,53,1000000
colombian,53,1000000
comparing,53,1000000
cherche,53,1000000
canned,53,1000000
disponibl,52,1000000
indicate,52,1000000
providing,52,1000000
container,51,1000000
wete,51,1000000
drained,51,1000000
jeanne,51,1000000
moya,51,1000000
cassandra,50,1000000
approaching,50,1000000
pouring,50,1000000
arriving,49,1000000
toothpaste,49,1000000
evaluated,49,1000000
carole,49,1000000
mclean,48,1000000
gated,48,1000000
detailed,48,1000000
precede,47,1000000
parliament,47,1000000
shortage,47,1000000
wounded,47,1000000
pnh,46,1000000
coeur,46,1000000
dieu,46,1000000
katia,46,1000000
alibe,45,1000000
fritz,45,1000000
julien,44,1000000
isabelle,44,1000000
rescued,44,1000000
buckets,44,1000000
departure,43,1000000
banque,43,1000000
resolved,43,1000000
affected,42,1000000
handled,42,1000000
fito,42,1000000
claude,41,1000000
caribe,41,1000000
hairi,41,1000000
delivering,41,1000000
estimated,40,1000000
appelle,40,1000000
jacqueline,40,1000000
voye,39,1000000
encouraged,39,1000000
intact,39,1000000
damaged,38,1000000
bellevue,38,1000000
surgical,38,1000000
judith,37,1000000
blain,37,1000000
destined,36,1000000
netherlands,36,1000000
rudolph,36,1000000
hebrew,36,1000000
colby,36,1000000
identified,36,1000000
fabiola,35,1000000
transformed,35,1000000
crushing,35,1000000
requesting,35,1000000
occupied,35,1000000
assumed,35,1000000
orange county,35,1000000
clive,35,1000000
pacot,35,1000000
elastic,35,1000000
geneva,34,1000000
shifting,34,1000000
kareem,34,1000000
mariane,34,1000000
lionel,33,1000000
suffered,33,1000000
exploding,33,1000000
surviving,33,1000000
functioning,33,1000000
labbe,33,1000000
st louis,33,1000000
expertise,32,1000000
advised,32,1000000
coordinate,32,1000000
koman,32,1000000
organised,32,1000000
antoinette,31,1000000
levine,31,1000000
logistic,31,1000000
medical center,31,1000000
mariani,31,1000000
divorced,30,1000000
contacted,30,1000000
labeled,30,1000000
ap tu,30,1000000
uhj,30,1000000
beatrice,30,1000000
ongoing,29,1000000
maison,29,1000000
recherche,29,1000000
usgs,29,1000000
climbed,28,1000000
incorporated,28,1000000
sender,28,1000000
toddlers,28,1000000
escaped,28,1000000
u.n.,28,1000000
sucre,28,1000000
devastated,27,1000000
marlene,27,1000000
francois,27,1000000
golf course,27,1000000
occurred,27,1000000
distribute,26,1000000
genevieve,26,1000000
shaken,26,1000000
galet,26,1000000
dominated,26,1000000
durand,26,1000000
recieved,25,1000000
north american,25,1000000
measuring,25,1000000
antigua,25,1000000
benadryl,25,1000000
designated,24,1000000
nancie,24,1000000
feared,24,1000000
collected,24,1000000
telegram,24,1000000
terese,23,1000000
undac,23,1000000
asrid,23,1000000
sodium,23,1000000
shifted,23,1000000
scrambled,23,1000000
implemented,22,1000000
outdated,22,1000000
transferred,22,1000000
mervil,22,1000000
mapping,22,1000000
intoxicated,22,1000000
sebastien,22,1000000
confirming,21,1000000
jumbala,21,1000000
anticipating,21,1000000
orchid,21,1000000
abite,21,1000000
gaston,21,1000000
devant,21,1000000
tented,21,1000000
evacuate,21,1000000
secured,20,1000000
sanon,20,1000000
nutritional,20,1000000
naika,20,1000000
georges,20,1000000
gianni,19,1000000
incoming,19,1000000
repaired,19,1000000
nationality,19,1000000
ludwig,19,1000000
lamare,19,1000000
belgian,19,1000000
biological,19,1000000
nan se,19,1000000
francais,18,1000000
ecoute,18,1000000
us embassy,18,1000000
ibuprofen,18,1000000
fractured,18,1000000
costing,18,1000000
tratado,18,1000000
restock,17,1000000
google earth,17,1000000
juvenat,17,1000000
establishing,17,1000000
gathered,17,1000000
travelled,17,1000000
boite,17,1000000
natacha,16,1000000
bagay,16,1000000
invaded,16,1000000
adolfo,16,1000000
housed,16,1000000
unconfirmed,16,1000000
bontemps,16,1000000
kenia,16,1000000
bouquet,16,1000000
orphanage,16,1000000
honorat,16,1000000
paup,16,1000000
alerte,15,1000000
diegue,15,1000000
identifying,15,1000000
distributed,15,1000000
evaluating,15,1000000
programmed,15,1000000
operated,15,1000000
central bank,14,1000000
nicholson,14,1000000
acacia,14,1000000
filles,14,1000000
georgy,14,1000000
besoin,14,1000000
milling,14,1000000
deployed,14,1000000
mardy,14,1000000
streamed,14,1000000
bill clinton,14,1000000
carrefour,14,1000000
demolished,14,1000000
clogging,13,1000000
plase,13,1000000
delmar,13,1000000
kraze,13,1000000
specify,13,1000000
sardines,13,1000000
konen,13,1000000
collapsed,13,1000000
undp,13,1000000
veronique,13,1000000
chlorine,12,1000000
spokesperson,12,1000000
wfp,12,1000000
facile,12,1000000
medications,12,1000000
delphin,12,1000000
sabine,12,1000000
lubricant,12,1000000
adassa,12,1000000
cherchez,12,1000000
occured,12,1000000
orick,12,1000000
rubble,12,1000000
united nations,11,1000000
cicr,11,1000000
diligence,11,1000000
unloaded,11,1000000
anderson cooper,11,1000000
compromised,11,1000000
panicked,11,1000000
red cross,11,1000000
evacuated,11,1000000
dubois,11,1000000
powdered,11,1000000
wilfred,10,1000000
luismthen,10,1000000
cnn international,10,1000000
coast guard,10,1000000
liaison,10,1000000
humanitarian,10,1000000
kwad,10,1000000
danys,10,1000000
marseille,10,1000000
mobilize,10,1000000
dispose,10,1000000
universite,10,1000000
basing,10,1000000
progressing,10,1000000
dominican republic,9,1000000
sustained,9,1000000
congested,9,1000000
blanchard,9,1000000
hiton,9,1000000
caire,9,1000000
feuille,9,1000000
concentrated,9,1000000
prolonged,9,1000000
residing,9,1000000
germain,9,1000000
impass,9,1000000
fxe,9,1000000
marthe,9,1000000
trinite,9,1000000
displaced,9,1000000
baptiste,8,1000000
distributing,8,1000000
citibank,8,1000000
sherley,8,1000000
konnen,8,1000000
recive,8,1000000
faustin,8,1000000
ulysse,8,1000000
saint louis,8,1000000
saben de,8,1000000
traumatized,8,1000000
st. catherine,8,1000000
departing,8,1000000
resulting,8,1000000
general hospital,8,1000000
separating,8,1000000
facilitate,8,1000000
findia,8,1000000
kathie,8,1000000
ft lauderdale,8,1000000
hinche,7,1000000
michaelle,7,1000000
ireport,7,1000000
crumbled,7,1000000
inundated,7,1000000
dufort,7,1000000
regine,7,1000000
disinfectant,7,1000000
lubin,7,1000000
midwife,7,1000000
adjs,7,1000000
edwine,7,1000000
osocc,7,1000000
ajds,7,1000000
habitant,7,1000000
usaid,7,1000000
bel air,7,1000000
conflicting,7,1000000
morgue,7,1000000
obtener,7,1000000
buckled,6,1000000
disciplined,6,1000000
aroda,6,1000000
our relative,6,1000000
sacred heart,6,1000000
comite,6,1000000
jimani,6,1000000
maxime,6,1000000
fanfan,6,1000000
landslides,6,1000000
collapsing,6,1000000
byen,6,1000000
relocated,6,1000000
rescuing,6,1000000
situated,6,1000000
indicating,6,1000000
catholic church,6,1000000
etienne,6,1000000
nickerson,6,1000000
burried,6,1000000
anhy,6,1000000
basile,6,1000000
brothers name,6,1000000
american citizen,6,1000000
edeline,5,1000000
traverse,5,1000000
drilled,5,1000000
nazon,5,1000000
bonsoir,5,1000000
torbeck,5,1000000
episcopal,5,1000000
staffed,5,1000000
leonie,5,1000000
st. pierre,5,1000000
a warehouse,5,1000000
pleaded,5,1000000
reinforced,5,1000000
lumiere,5,1000000
louko,5,1000000
medical school,5,1000000
al jazeera,5,1000000
pleading,5,1000000
jails,5,1000000
unchecked,5,1000000
montina,5,1000000
neighboring,5,1000000
coordinating,5,1000000
metel,5,1000000
renise,5,1000000
colege,5,1000000
supplied,4,1000000
floret,4,1000000
citigroup,4,1000000
repellent,4,1000000
amputated,4,1000000
affraid,4,1000000
populated,4,1000000
nashua,4,1000000
debussy,4,1000000
loooking,4,1000000
royal caribbean,4,1000000
man mal,4,1000000
fabien,4,1000000
lafond,4,1000000
wenski,4,1000000
humiliated,4,1000000
triage,4,1000000
barahona,4,1000000
missing persons,4,1000000
alerted,4,1000000
effected,4,1000000
geralda,3,1000000
jean claude,3,1000000
visted,3,1000000
mellier,3,1000000
onrepo,3,1000000
accounted,3,1000000
mom sw,3,1000000
canape,3,1000000
loomt,3,1000000
adoken,3,1000000
militaire,3,1000000
impasse,3,1000000
inserted,3,1000000
koray,3,1000000
bel-air,3,1000000
jeremie,3,1000000
estama,3,1000000
johns hopkins,3,1000000
oxfam,3,1000000
sorina,3,1000000
telex,3,1000000
orphanages,3,1000000
fleura,3,1000000
toussaint,3,1000000
conus,3,1000000
belleville,3,1000000
head injuries,3,1000000
deploying,3,1000000
readying,3,1000000
distroy,3,1000000
percocet,3,1000000
salvaged,3,1000000
inspecting,3,1000000
auctioning,3,1000000
improvised,3,1000000
estevenson,3,1000000
tabare,3,1000000
rescue team,3,1000000
disoriented,3,1000000
principled,2,1000000
haitin,2,1000000
champin,2,1000000
u.s. citizen,2,1000000
replenished,2,1000000
mobilizing,2,1000000
lingeries,2,1000000
carimi,2,1000000
rantre,2,1000000
warehouses,2,1000000
mitchelle,2,1000000
saint etienne,2,1000000
jacquet,2,1000000
delmas,2,1000000
weakening,2,1000000
facilitating,2,1000000
font des,2,1000000
petion,2,1000000
gustave,2,1000000
maranatha,2,1000000
foodmax,2,1000000
port au,2,1000000
isarya,2,1000000
foyer,2,1000000
virginie,2,1000000
sainte-marie,2,1000000
tramadol,2,1000000
habite,2,1000000
seaport,2,1000000
alguna de,2,1000000
anne marie,2,1000000
joindre,2,1000000
aliette,2,1000000
relayed,2,1000000
field hospital,2,1000000
jocelyne,2,1000000
diclofenac,2,1000000
daoud,2,1000000
airport road,2,1000000
hermine,2,1000000
jovani,2,1000000
colapsed,2,1000000
looted,2,1000000
airlifted,2,1000000
retrieved,2,1000000
gerold,2,1000000
herold,2,1000000
lidocaine,2,1000000
food and no,2,1000000
piwo,2,1000000
mezanmi,1,1000000
karibe,1,1000000
mtpp,1,1000000
komite,1,1000000
disembark,1,1000000
fond vert,1,1000000
circulated,1,1000000
rolson,1,1000000
trevil,1,1000000
hopital,1,1000000
us resident,1,1000000
jacmel,1,1000000
st. gerard,1,1000000
saint-marc,1,1000000
diazepam,1,1000000
lortab,1,1000000
dopamine,1,1000000
roamed,1,1000000
auberge,1,1000000
gauze,1,1000000
jean pierre,1,1000000
west pap,1,1000000
dieux,1,1000000
mobilized,1,1000000
tea light,1,1000000
toppled,1,1000000
labeler,1,1000000
relaying,1,1000000
portauprince,1,1000000
nursing student,1,1000000
delege,1,1000000
mennaj,1,1000000
marguerite,1,1000000
